Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
doughs_PaperNote_009Desc,items,Quest - Note,,,"It's Rayah from down the street. Sorry to bother everyone(s) but have you seen my mother, Charlotte?\nShe left the house last night around midnight and has not returned.",,,,,,,,,,,,,,
doughs_PaperNote_010,items,Quest - Note,,,"A flyer",,,,,,,,,,,,,,
doughs_PaperNote_010Desc,items,Quest - Note,,,"REWARD: $100 for lost Bicycle. Color: Yellow.\nI need it back as it's really hard to get around without it.\nThanks! Call Roxy @628-1123",,,,,,,,,,,,,,
doughs_PaperNote_011,items,Quest - Note,,,"IMPORTANT NOTICE",,,,,,,,,,,,,,
doughs_PaperNote_011Desc,items,Quest - Note,,,"We have been trying to reach you regarding your vehicles extended warranty...",,,,,,,,,,,,,,
doughs_GovFlyer_001,items,Quest - Note,,,"GHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_001Desc,items,Quest - Note,,,"NOTICE TO RESIDENTS:\nDue to quarantine efforts in currently in place, we are requesting you remain inside your current dwelling until informed you are allowed to leave.\nIf you need food, water, or medical supplies leave your porch light on in the front of the dwelling and we will come to you.\nDo not attempt to leave your dwelling for any reason. ...",,,,,,,,,,,,,,
doughs_GovFlyer_002,items,Quest - Note,,,"GHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_002Desc,items,Quest - Note,,,"NOTICE TO RESIDENTS:\nWe are confident that the contagion situation will be under control in the next few days.  Until then, please remain inside your dwelling and do not leave for any reason.\nTo request supplies call 555-NGHO to talk to your area containment center. ...",,,,,,,,,,,,,,
doughs_GovFlyer_003,items,Quest - Note,,,"GHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_003Desc,items,Quest - Note,,,"NOTICE TO RESIDENTS:\nPlease be aware that we will be placing barriers on the outskirts of town in order to check those coming/leaving the area for infection\nShould you choose to check into the Northern Secure Facility, please remember to take enough food and water to last a few days as the facilities along the way are no longer open.",,,,,,,,,,,,,,
doughs_GovFlyer_004,items,Quest - Note,,,"GHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_004Desc,items,Quest - Note,,,"NOTICE TO RESIDENTS:\nCurfew will be from 10PM to 6 AM. Anyone caught outside of their property during curfew hours will be detained and will not be released until curfew is over and we have had time to talk to the individual. ...",,,,,,,,,,,,,,
doughs_GovFlyer_005,items,Quest - Note,,,"GHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_005Desc,items,Quest - Note,,,"NOTICE TO RESIDENTS:\nPlease report to the nearest medical facility if you have any of the following symptoms: Dry cough, shortness of breath, elevated temperature, intense cravings for protein after a full meal, trouble concentrating.\nMedical facilities will be open 24 hours to accept new patients. ...",,,,,,,,,,,,,,
doughs_GovFlyer_006,items,Quest - Note,,,"GHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_006Desc,items,Quest - Note,,,"NOTICE TO RESIDENTS:\nWe are looking for volunteers who are not showing signs of infection and who are able to report to the nearest GHO checkpoint\nWe are looking for individuals who have medical skills and are comfortable with firearms.",,,,,,,,,,,,,,
doughs_GovFlyer_007,items,Quest - Note,,,"GHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_007Desc,items,Quest - Note,,,"NOTICE TO RESIDENTS:\nWe are looking for volunteers to serve as 'Neighborhood Watch' in order to help keep the area safe while our local police forces are handling the town borders.\nVolunteers will also help distribute food and supplies to those who are unable to leave their home.\nIf you are interested call 555-NGHO",,,,,,,,,,,,,,
doughs_GovFlyer_008,items,Quest - Note,,,"GHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_008Desc,items,Quest - Note,,,"NOTICE TO RESIDENTS:\nThere have been reports of roaming animals that are very aggressive.  It is highly likely there is a rabies outbreak in this area.\nIf you see an animal acting strangely DO NOT APPROACH IT. Call 555-NGHO is you see a possible rabid animal OR if you have had contact with one.",,,,,,,,,,,,,,
doughs_GovFlyer_009,items,Quest - Note,,,"GHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_009Desc,items,Quest - Note,,,"NOTICE TO RESIDENTS:\nHello! You may be wondering what all the commotion is about in your area.  Simply put, the GHO (Global Health Organization) is setting up checkpoints in order to endure the safety of this area from the Zed-7 virus.\nShould any cases appear we will be available to treat them immediately, ensuring the virus will be contained ...",,,,,,,,,,,,,,
doughs_GovFlyer_010,items,Quest - Note,,,"GHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_010Desc,items,Quest - Note,,,"NOTICE TO RESIDENTS:\nDue to yesterday's incident, we would like to use this as a learning opportunity to make sure YOU,YOUR FAMILY, AND YOUR PETS stay inside your dwelling during curfew.\nWe cannot be responsible for the lives of people who ignore curfew. It has been put in place to protect lives, not endanger them.\nRESPECT THE CURFEW",,,,,,,,,,,,,,
doughs_GovFlyer_011,items,Quest - Note,,,"NHO Notice",,,,,,,,,,,,,,
doughs_GovFlyer_011Desc,items,Quest - Note,,,"Hello! This is just a friendly update from your local Navezgane Health Office.  We have had some reports from the Global Health Office of a few cases of a new virus that's making the rounds in your area\nThere's no need to be alarmed as it appears the virus is not very contagious, but be aware if you or your family have flu-like symptoms...",,,,,,,,,,,,,,
doughs_GovFlyer_012,items,Quest - Note,,,"NHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_012Desc,items,Quest - Note,,,"Hello! This is just a friendly reminder from your local Navezgane Health Office.\nWe have had several cases of a new virus that has been difficult to contain. Please do YOUR PART to wash your hands regularly and if you begin experiencing unusual symptoms, report them to your doctor for guidance. Thanks for your support!",,,,,,,,,,,,,,
doughs_GovFlyer_013,items,Quest - Note,,,"NHO QUARANTINE NOTICE",,,,,,,,,,,,,,
doughs_GovFlyer_013Desc,items,Quest - Note,,,"NOTICE TO RESIDENTS: You have been identified as a person who has come into contact with a symptomatic person having the 23-Jav-x2 virus. In order to keep you and other safe, we are requesting you and your family quarantine in your home for the next 21 days. Call the NHO numbers listed below for your area for guidance...",,,,,,,,,,,,,,
doughs_GovFlyer_014,items,Quest - Note,,,"NHO Quarantine Request'",,,,,,,,,,,,,,
doughs_GovFlyer_014Desc,items,Quest - Note,,,"NOTICE TO RESIDENT: There has been 2 confirmed cases of the 23-Jav-x2 virus in your area. We are requesting that you refrain from leaving town or city limits for the next 7 days to ensure that the virus does not spread further in your community...",,,,,,,,,,,,,,
doughs_GovFlyer_015,items,Quest - Note,,,"NHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_015Desc,items,Quest - Note,,,"NOTICE TO RESIDENT: There has been 17 confirmed cases of the 23-Jav-x2 virus in your area. We are requesting that you refrain from leaving town or city limits for the next 7 days to ensure that the virus does not spread further in your community...",,,,,,,,,,,,,,
doughs_GovFlyer_016,items,Quest - Note,,,"NHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_016Desc,items,Quest - Note,,,"NOTICE TO RESIDENT: There has been 253 confirmed cases of the 23-Jav-x2 virus in your area. We are requesting that you refrain from leaving your home for unnecessary reasons for the next 7 days to ensure that the virus does not spread further in your community...",,,,,,,,,,,,,,
doughs_GovFlyer_017,items,Quest - Note,,,"NHO Official Notice",,,,,,,,,,,,,,
doughs_GovFlyer_017Desc,items,Quest - Note,,,"NOTICE TO RESIDENT: As you are hopefully aware, there is a Zed-7 virus outbreak spreading in your area.  This virus Zed-7 (previously known as 23-Jav-x2) has a medium-high risk of spreading to others when you are in close contact (2 or less feet) and may be able to contaminate others from further distances...",,,,,,,,,,,,,,
doughs_GovFlyer_018,items,Quest - Note,,,"NHC Official Flyer",,,,,,,,,,,,,,
doughs_GovFlyer_018Desc,items,Quest - Note,,,"NOTICE. The Navezgane Health Commission will be having a session in your area to discuss how to handle the current viral spread you may have been hearing about on the news outlets. Feel free to drop by the session today at 1PM-2PM to learn more about what we are doing in your area to combat this new virus...",,,,,,,,,,,,,,
doughs_GovFlyer_019,items,Quest - Note,,,"NHC Flyer",,,,,,,,,,,,,,
doughs_GovFlyer_019Desc,items,Quest - Note,,,"The Navezgane Health Commission would like to remind you of the upcoming meetings in your area (see times and locations below)\nPlease plan to attend at least one of them as we will be discussing the new virus facts and taking questions from the public....",,,,,,,,,,,,,,
doughs_GovFlyer_020,items,Quest - Note,,,"NHC Flyer",,,,,,,,,,,,,,
doughs_GovFlyer_020Desc,items,Quest - Note,,,"The Navezgane Hospital Consortium would like to inform you of several precautions we are asking you and your family to take over the next few days to combat the latest seasonal viruses.  Remember to wash your hands regularly and try to avoid going out for unnecessary errands...",,,,,,,,,,,,,,
doughs_GovFlyer_021,items,Quest - Note,,,"IMPORTANT NOTICE",,,,,,,,,,,,,,
doughs_GovFlyer_021Desc,items,Quest - Note,,,"We have been trying to reach you regarding your vehicles extended warranty...",,,,,,,,,,,,,,
doughs_SaleNote_Base,items,Quest - Note,,,"Sale!",,,,,,,,,,,,,,
doughs_SaleNote_BaseDesc,items,Quest - Note,,,"You have been selected from thousands of people to receive this amazing offer!\nYOU were among the tiny handful of highly qualified candidates to be given the opportunity OF A LIFETIME to be able to save not 1, not 2 ,. not 5, BUT 11 PERCENT off your next purchase of a BRAND NEW CHARLATAN BUILT HOME!\nTo accept this INSANE offer just call 555-555-4562 and press #1 at the prompt...",,,,,,,,,,,,,,
doughs_SaleNote_001,items,Quest - Note,,,"Amazing Sale!",,,,,,,,,,,,,,
doughs_SaleNote_001Desc,items,Quest - Note,,,"YOU WON! Take 2% off the standard fees when you open a new bank account at MYBANK! Bask in the glory knowing that you are not only saving money by opening an account, you'll also be able to apply your IMMEDIATE SAVINGS towards next months account processing fees*! Feel Confident* knowing your money is save and secure at MYBANK!\nDeal expires in 14 days so HURRY to your local MYBANK today!",,,,,,,,,,,,,,
doughs_SaleNote_002,items,Quest - Note,,,"Incredible Sale!",,,,,,,,,,,,,,
doughs_SaleNote_002Desc,items,Quest - Note,,,"Do you SMELL that? $$$$$ SMELLS. LIKE. MONEY! $$$$$ Come on down to Slick Diddlers Used and Repurposed Automobiles and use this FREE MONEY(c) to put a down payment on a refurbished* used post-certified* NEW TO YOU automobile! Choose from hundreds of repossessed transportation that has had PRICES SLASHED due to lightly dings, dents, and possible smoke or water infusion*. Be the first to drive down the street knowing you paid WAY TOO LITTLE for your NEW* vehicle and hurt ol' Slick Diddler right in the pocketbook!",,,,,,,,,,,,,,
doughs_SaleNote_003,items,Quest - Note,,,"Amazing Deal!",,,,,,,,,,,,,,
doughs_SaleNote_003Desc,items,Quest - Note,,,"INSANITY PREVAILS at Dr. Shoverton's Colonics Clinic! Feeling tired, sluggish, or just plain don't want to push your way through the day? Dr. Prince Shoverton feels you! Come in for 15% off any deep, salt water and whole lavender colonic and feel refreshed in ways you never thought possible. Soon you'll be LEAPING out of bed and feeling light as a feather, ready to begin anew each day! Dr. Shovertons: Where the Sun *always* shines!",,,,,,,,,,,,,,
doughs_SaleNote_004,items,Quest - Note,,,"SAVinGs BLoWoUT!",,,,,,,,,,,,,,
doughs_SaleNote_004Desc,items,Quest - Note,,,"A NEW CAR? YOU!?!?!?! YESSSSSS! Present this 3% off* coupon at any Amazing CreditCar dealership and DRIVE AWAY in a BRAND NEW CAR! No credit check required! NO MONEY DOWN!\nCan't legally even drive a car? No Problem! WHY AREN'T YOU RUNNING THERE NOW?!?!? GO GO GO GO!!!!",,,,,,,,,,,,,,
doughs_SaleNote_005,items,Quest - Note,,,"IMPOSSIBLE DEALS!",,,,,,,,,,,,,,
doughs_SaleNote_005Desc,items,Quest - Note,,,"Haven you heard the news about Aliens contacting Earth recently?  It's because they want to partake in these OUT OF THIS WORLD DEALS! Fly over to Hardwood Brothers and take a FULL 10% off any Wainscoting rail kits*. TIRED of your old Wainscoating? Freshen it up with a nice top rail!....*Offer does not apply to wainscoating rail longer than 4 feet nor instock wainscoating rail.",,,,,,,,,,,,,,
doughs_SaleNote_006,items,Quest - Note,,,"WHUTA DEAL!",,,,,,,,,,,,,,
doughs_SaleNote_006Desc,items,Quest - Note,,,"Hello Dan! I'm so glad you have received this important letter. We've been trying to reach you about your cars extended warranty...",,,,,,,,,,,,,,
doughs_SaleNote_007,items,Quest - Note,,,"Please Call!",,,,,,,,,,,,,,
doughs_SaleNote_007Desc,items,Quest - Note,,,"Mr. Shumer,\nPlease read this carefully so you don't miss out on a once in a lifetime chance to keep up to date with your automobile and many of the components are reaching the end of their life of service! This is your final notice! We've been trying to reach you about your cars extended warranty...",,,,,,,,,,,,,,
doughs_SaleNote_008,items,Quest - Note,,,"Hello!",,,,,,,,,,,,,,
doughs_SaleNote_008Desc,items,Quest - Note,,,"Allison\nThis is an important offer that you need to carefully consider. This may be your only chance to take part in this unique and limited opportunity!. We've been trying to reach you about your cars extended warranty...",,,,,,,,,,,,,,
doughs_SaleNote_009,items,Quest - Note,,,"Important!",,,,,,,,,,,,,,
doughs_SaleNote_009Desc,items,Quest - Note,,,"We've been trying to reach you about your cars extended warranty...",,,,,,,,,,,,,,
